#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2025-03-07-06-43-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	cc	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1421927439.282477	C7tPkF2nMawWA4I6l6	175.45.176.1	24289	149.171.126.19	25	1	ALKnDdQcD	cfbKreD0EVW7@ALKnDdQcD.com	UTOAk130wFN8uY4TW@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.com	Wed, 21 Jan 2015 09:54:13 +1100	O0m@ALKnDdQcD.com	ndsTTwiyu5lauqfMHR@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.edu	-	-	<RXJOhJWrPjiR4jkZiv0az>	-	2aOcWL0o9	-	-	-	250 2.6.0 <MAILJTdc23NhPZsvWnJqq5KNhHeV@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH> Queued mail for delivery	149.171.126.19,175.45.176.1	-	F	FHNpY31vYB0m0hzBx2,FhlZqu3YmBwoSzzqci
1421927656.727606	CW3kOr2jq9LQemm4Ud	59.166.0.2	1766	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FWQAwz2gHb7CK8f4ie,FjspRuRLhG9Wkeqj7
1421927657.682781	C5No251Y3TkkQUxEu8	175.45.176.2	19397	149.171.126.15	25	1	10.2.8.55	poc@proof.of.concept.com	test@srv.gsx4	-	"poc" <poc@proof.of.concept.com>	<test@srv.gsx4@10.2.8.55>	-	-	-	-	XSS Poc	-	-	-	250 2.6.0 <2KSRVEXCHNG2003t4cM00000021@2kSrvExchng2003.Srv.GSX4> Queued mail for delivery	149.171.126.15,175.45.176.2	-	F	FHlC9kImuFvbTOtY
1421927658.427679	Cq4CsY1wxNPGpEsEP6	59.166.0.5	36754	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FfxUY61EYvY4sBjkze,FyB1np2MsF2bW8c566
1421927659.027575	C7sTkG1odrWVmhPHzb	59.166.0.7	27504	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FC7APa1Ib6KGu1BJ28,Fm2Qx43i1K6692qOw1
1421927660.027652	Cemeeh2FF3vGMJzQs3	59.166.0.1	35119	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FOyyfv4azz1zHR1wgh,F7n4os3G6zSlTgUVbc
1421927660.527618	C79Nay3YE21GJgAlPc	59.166.0.1	59027	149.171.126.3	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FUqyyMzhYGWnp6JW,FOUmS4j0z1ApreQub
1421927660.979449	C515Qb5lzOBe2Z2ml	59.166.0.6	56577	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	Ff6aOqReYINrGcuad,FBp7Or3oNVqZZum04a
1421927661.044442	ChXgGGO1rxEIBIIa	59.166.0.5	30861	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FStuKe3ggg74uzpjTj,FnY4Cq2ic8b8mfPY46
1421927662.016480	CmIay327xNCB88q2gg	59.166.0.7	40445	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FZjM9b4g7YjhhbNPP1,FFHBe63xMIdeWKvpL
1421927663.527740	CY1gHb4GcgZBmJ2ySg	59.166.0.4	9685	149.171.126.0	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FcMxAg3ExrglXXZzJ4,FD88Ii2mx3lWLcLmNk
1421927664.027713	CeKvUl2n5IfA7dXMu8	59.166.0.7	1205	149.171.126.5	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FEc7AL39qalTqPFEP2,F5B1L940V2x2l3sSm
1421927666.728177	CWLmiY2PRsaLyJrUN	59.166.0.3	46906	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	Fk6ijq1N47OKOzLva6,FGTZWv3e31pD8QJNY8
1421927668.427974	Cx8x7x3gBTUmSoOyEd	59.166.0.7	53479	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	F3vh6W2HSr3w5oX38d,FmW3t03XmMSVToiW94
1421927669.927852	C3E6tShjuQYoPf9O5	59.166.0.4	54798	149.171.126.7	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FKXlmX1X3oadwOXqlf,F3N9S1spSWmchIeQ8
1421927669.548777	CcpsfM3Yma3ikyfh3d	175.45.176.0	34133	149.171.126.19	25	1	ZbkxaEgkZTdtNbnWnLyGNHhlERKLBeB	NPRc4vkWAPmbbg@ZbkxaEgkZTdtNbnWnLyGNHhlERKLBeB.org	nKPyapSpsYfWWKAp4sCIJ9OeKeSre7@AxnamqOZ.us	Wed, 21 Jan 2015 09:58:03 +1100	nfRPP@ZbkxaEgkZTdtNbnWnLyGNHhlERKLBeB.edu	V05YMCyyBUUNVuBmf83Sidwv27qDuEwPO@AxnamqOZ.com	-	-	<gVwfniNP7hQG8qu1LTsb>	-	reeXnKuA	-	-	-	250 2.6.0 <MAILhJKRXaiTggjV8Pim3EMYfySn@AxnamqOZ> Queued mail for delivery	149.171.126.19,175.45.176.0	-	F	FV7xDt3xzeUuysayii,FceFQ91piIVcTnKJzc
1421927670.927767	CCGlvj4d4HkV16Z3qc	59.166.0.0	38906	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FvhFgI2skTWXWKaJYb,FlhZ9B2hPSdqgoDQw6
1421927671.127735	Cz8sJnj7bayATD9Sk	59.166.0.0	21883	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FEpKU5hfdLXH5sNM9,Ffes7K1BjQo7y5sPOl
1421927671.627832	Ck0qK42FOCcv58KSa	59.166.0.4	24975	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FF3KwtWdbw1u8i1pf,FiZZNR1baQBzMQxped
1421927672.627761	CPMeRK2x2UfnAVqct5	59.166.0.3	38783	149.171.126.5	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	F9rhq94wTE9qzb3sIg,FhocPB3JYHRiLDBRs
1421927672.711914	CzvcZr3ibo87OESp4i	175.45.176.1	43891	149.171.126.16	25	1	VwLRriBYNRS	rDiOW@VwLRriBYNRS.gov	zwduihleyDSNDl@oIhx.us	Wed, 21 Jan 2015 09:58:06 +1100	WCFn2mil1WOHG1Upc8Q5Y16aMQ4ptN@VwLRriBYNRS.com	YJULxcQwB@oIhx.net	-	-	<0ax7Fn4O1io7pqxJJXBTkhrCRF1YkRtouNcIYtuzlbC>	-	etA6aW8ghqtH2icY2Ks9JBkK4A5XxkssL	-	-	-	250 2.6.0 <MAILWYO36972QVQjBW0CHnyqpwfW@oIhx> Queued mail for delivery	149.171.126.16,175.45.176.1	-	F	FZ3w9y3G2cjesviPa3,Fu4cmM2cTHBVEb3kWe
1421927674.727913	CCFhsG2C5dvTPCRYTa	59.166.0.4	37746	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FVpVxR2BZ6GYVG9Y8f,FIAb8p1EDjAZAdvLZ1
1421927675.027856	C7Pkur2Bx4LanLLcI4	59.166.0.4	1963	149.171.126.5	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FvjpyP1EiT8eyyx11g,FbH81lqRU8HSyXYgl
1421927677.028005	CDqgZXiFWHtUOIujj	59.166.0.4	61674	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FjcEmV2zCYLgy91HVj,FvdGdI30kH4VtFa63l
1421927677.228113	CpmfkB4UaX1FLHrGVh	59.166.0.9	54719	149.171.126.4	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FExs0S2oTJLcpbAI1j,FFucWq0WIcHTQtrK5
1421927678.028961	CsPAwB4VRQ6gQfmEOf	59.166.0.2	45481	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FfCJCb7bnb92UVUAe,FrtQme4DLxhcrwVJg7
1421927678.128003	CgGwyP36csGGQwoJ	59.166.0.2	17330	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	Fg9PWzodhc33jcmP5,FRPyj31YydOO81r2if
1421927678.528048	Cf314B15jTuzZK5W3k	59.166.0.0	64013	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FYOKiF3qYDOiNdarH6,FAJH4y25TT8HpAxfv1
1421927680.728033	CgCQNP36N8t0LL4nu8	59.166.0.6	24083	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FwWkl83jrcoDIcFJdj,F6ypaeWcnz6eNunAl
1421927682.227985	CXhVfN2xdj5WZNlWnf	59.166.0.7	18533	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FQAq9i3ogY1Ee815B2,F04soy2otT5ZrkXXDh
1421927682.328692	Cdjujy1P2zU6AMgJg5	59.166.0.2	19371	149.171.126.0	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FSMCju20oYMLHc8Mjg,FuRmh5OR4PexNtly6
1421927684.328019	CVqAqe2ojdLn0hauL7	59.166.0.3	22327	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FVsw5Zd9SwT7jxTU7,FOEQ7b20BhYvXFj8m2
1421927684.428029	C81JPd4EKQURFXP2x1	59.166.0.0	60972	149.171.126.5	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	F4MIW14yfbPzvigkch,FDItZp6E9H68RKVWd
1421927686.928118	C01iEx4fnNkwweq6W5	59.166.0.8	4275	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FQFW0m4XU0VhxUTkM5,FNXMe01KiT7FDbIcMi
1421927687.415893	C9TEne4x0R2qBZnHrj	59.166.0.3	14086	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FBJ3Kn2V3HHKRJUBE,FqyUhz172RTbkufQGg
1421927687.947878	CNLAXd1TtjH4nBVvp	59.166.0.4	1259	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FXYNS31N9GjLk02m19,FvTZuS2UAkeTu9ZW95
1421927688.376826	CNhTdQV0HKqE7t248	59.166.0.4	27582	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	F2lLix1BzMNQtZtq6,FlUEc1rHHXXZmUV3e
1421927688.670808	CkoU4a3VMQem2hTtc	59.166.0.3	50279	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FDXfhvBSyiwjskU5c,FPvvD33XUqn58gly2d
1421927690.928247	C0YXFW2gAsKMgj32Ic	59.166.0.9	10210	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FdqbYI2vuWJiN00b57,FASwXG1dzTq5pJCko3
1421927691.528132	CzzHO92A9cB9A6PUJ3	59.166.0.4	21141	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FdA5ZD2dZdMJB5iRe,FiJVHL2ELiPqrTw8Aj
1421927695.228134	CoakhE2bpycYQAgXcj	59.166.0.9	22760	149.171.126.5	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	Fh7kV13DigcZcICuxl,FSxthJ3hah7s5q4B66
1421927695.728190	CPvjoA3YHoKo3JZLW3	59.166.0.0	51989	149.171.126.0	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	F3yCUc38xEkK6UAxae,FlCVqZiDUpG07Pal5
1421927697.728340	CULSRo9cXIOepJb48	59.166.0.0	53242	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FuooRD4I0MN0vTeqYd,Fn3mrF3Hx9r4W9kCQ2
1421927698.230030	CBpzso4kxT5qb6ATwl	59.166.0.4	6336	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FdqLUn1iAkfleoMUu3,FisFNU2EHoXtte9ds5
