#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	analyzer
#open	2025-03-08-02-06-27
#fields	ts	cause	analyzer_kind	analyzer_name	uid	fuid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	failure_reason	failure_data
#types	time	string	string	string	string	string	addr	port	addr	port	string	string
1424244396.672634	violation	packet	GTPV1	Cua0YwNrJiTleU9ai	-	59.166.0.4	9377	149.171.126.2	2123	Binpac exception: binpac exception: out_of_bound: GTPv1_Ext_Header:contents: -1 > 76	-
1424245863.982095	violation	protocol	IMAP	C2ekln1lBMwFgpclqf	-	175.45.176.3	25282	149.171.126.16	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0a619tkFQHKxXu3n2oRFZ2H9wUyZopbpvTfyULNcfaLRwiGfgv9jm\x0d\x0a--_643920104035601915055165\x0d\x0aContent-Type: application/octet-stream; name=Qed8ChahE.WmF\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="Qed8ChahE.WmF"\x0d\x0a\x0d\x0aAgAJAAADAABmCgEAIAAAAAAAKwUAAEAJFgAAAAAAAABZAKQCAAAAAPjAxP8g\x0aAwAAWAIAAAEAIAALAAAAGQoAAAAAAAAAAAAAAAAAAAAAAAAWB6VBEv70jNCz\x0avTI6mMSbNrUFvYwdjO0dD8MQ3bIrhdpW9m3K720jyN+IEz8JKtytjB4w7jCt\x0aR7ne1jxQ2kg14ona719HQycjQm5myDAtRRhjGFTvHmxdBPC8msAAfIZ40+kH\x0aelGltokaC453g9ERIWaUWW+zwhFOEcZr+4BrsPPKrf/HsVhgeS1f46S8jfrs\x0a4vOlK0oTsO6nU8uCq7ajQEUnp2yNJkqUZM208KWCcV4uR5iNNghggkZJYJSy\x0aup4pxK4i66w8Eer+UoM/VkrXMym5BPHnrKiPgSU7/5+Xkf/3d+YZ/64NdS0D\x0aVlUilG1Uy6PIK3sZnT5Dz+VAM2A9VgsgWx8K67GNyE/gh7hnPupeR63TlEOo\x0a/YTA7reDxNfp3b65UE3vYy2TXvoi+1SNqFxj20G6ExtoT7YA/9uwYOQEWuPH\x0ajDKY3Hql8LQ4uMJVd1ox3x4gKkyhBZDa0/X1Tdthkzdo7aa	-
1424245873.794666	violation	protocol	SSH	CN80zk1PGJTvoo6L9j	-	59.166.0.8	6111	149.171.126.6	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245907.106211	violation	protocol	IMAP	CWW20A2ZmBDigZApjb	-	175.45.176.3	36995	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0ahycqVrHtGvFHqTyrbLc2dCWbcEFZANFMtyAXvIyF64rdIBFx4uVM3C0pqVjcHEIJGBLAuFwI3qLm7Wd4teHCTUBziSCZvFZbl3uqrHiXGefYZuiKJFG8mzIFs\x0d\x0a--_316983238026079447508260\x0d\x0aContent-Type: application/octet-stream; name=ESiCKz.Wri)\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="ESiCKz.Wri"\x0d\x0a\x0d\x0ae1xydGYxXGFuc2lcYW5zaWNwZzEyNTJcdWMxXGRlZmYwXHN0c2hmZGJjaDBc\x0ac3RzaGZsb2NoMFxzdHNoZmhpY2gwXHN0c2hmYmkwXGRlZmxhbmcxMDMzXGRl\x0aZmxhbmdmZTEwMzN7XGZvbnR0Ymx7XGYwXGZyb21hblxmY2hhcnNldDBcZnBy\x0acTJ7XCpccGFub3NlIDAyMDIwNjAzMDUwNDA1MDIwMzA0fVRpbWVzIE5ldyBS\x0ab21hbjt9e1xmMzdcZnJvbWFuXGZjaGFyc2V0MjM4XGZwcnEyIFRpbWVzIE5l\x0adyBSb21hbiBDRTt9CntcZjM4XGZyb21hblxmY2hhcnNldDIwNFxmcHJxMiBU\x0aaW1lcyBOZXcgUm9tYW4gQ3lyO317XGY0MFxmcm9tYW5cZmNoYXJzZXQxNjFc\x0aZnBycTIgVGltZXMgTmV3IFJvbWFuIEdyZWVrO317XGY0MVxmcm9tYW5cZmNo\x0aYXJzZXQxNjJcZnBycTIgVGltZXMgTmV3IFJvbWFuIFR	-
1424245919.394702	violation	protocol	SSH	Ce7x4N39HP8TEcn4C4	-	59.166.0.8	30752	149.171.126.3	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245936.295216	violation	protocol	SSH	C2UrK04tm5jC3Jbh3k	-	59.166.0.5	6495	149.171.126.8	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245974.404570	violation	protocol	SMB	CeAppX3VapRjIm6Z22	-	175.45.176.0	1127	149.171.126.10	445	Binpac exception: binpac exception: out_of_bound: SMB_unicode_string:pad: 1 > 0	-
1424245988.395589	violation	protocol	IMAP	CCmyrZ1rzS6FV4JHqg	-	175.45.176.0	64171	149.171.126.12	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0adIsWuE70dSGjYcrJN\x0d\x0a--_504326058604428787800773\x0d\x0aContent-Type: application/vnd.ms-powerpoint; name=BhESFk0YoF.ppT\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="BhESFk0YoF.ppT"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=02=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=	-
1424245998.384332	violation	protocol	IMAP	CHZuapCI8k2XJiV22	-	175.45.176.2	56960	149.171.126.12	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aPfRgwXN9e8w25VnIcZVEG1Vh5RHQY7PhIIsVJeWBEF4lMKewOq1dWHo2UOY5hAD1v3gsWl\x0d\x0a--_329273423324304773267050\x0d\x0aContent-Type: application/octet-stream; name=NtFCzpud.PpT\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="NtFCzpud.PpT"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=02=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=	-
1424246003.520348	violation	protocol	IMAP	CjpEqA2s9cpI0MgO81	-	175.45.176.2	65190	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aY1X5DKGJHkagGzhs2CVQap5LcVBlqrH1UXIjLI1J5R\x0d\x0a--_657018777801676246913553\x0d\x0aContent-Type: application/octet-stream; name=rq8BVm0YuO9lgT.avI\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="rq8BVm0YuO9lgT.avI"\x0d\x0a\x0d\x0aUklGRipDAgBBVkkgTElTVMAAAABoZHJsYXZpaDgAAACT9QAACzYBAAAAAAAQ\x0aCAAAMgAAAAAAAAABAAAAshEAAEABAADwAAAAAAAAAAAAAAAAAAAAAAAAAExJ\x0aU1R0AAAAc3RybHN0cmg4AAAAdmlkc2FHSlIAAAAAAAAAAAAAAAABAAAAHgAA\x0aAAAAAAAyAAAAshEAAAAAAAAAAAAAAAAAAHI5AgBzdHJmKAAAACgAAABAAQAA\x0a8P///wEAGABESVYzAAAAABILAAASCwAAAAAAAAAAAABKVU5LAgQAAHrBStAh\x0aJrX+4aq1sBKU7UiPq15KNeg15ClY3Jv2CV6NfHPTQeGF0dzRR7/XtIvMAVAQ\x0aG1Aski0Qp7zl3PQSAioh6opzU/KfKqycp/vz8f2lrfiwVubmrZBh54KDqTXM\x0aujJLOZbt5CKQVN3Sh4kKAAlKoJPGeJXE7AaXzH8d7fmn32eLyRMyPlvdU31d\x0a/L4HmQvMje9KIbv3U6MmXfignKHJn0mecTjhEh+CUBWsW6jkB8YuW8zmtzq7\x0ap69yM8d6en6eHLrBQrDE8l9+7QmkXVI1hspczhE7eU+ohn	-
1424246005.659022	violation	protocol	NTP	CYeNOH2loIMyxfeLV6	-	175.45.176.3	123	149.171.126.19	123	Binpac exception: binpac exception: out_of_bound: NTP_mode7_msg:err_and_data_len: 5 > 0	-
1424246005.659025	violation	protocol	NTP	CYeNOH2loIMyxfeLV6	-	175.45.176.3	123	149.171.126.19	123	Binpac exception: binpac exception: out_of_bound: NTP_mode7_msg:err_and_data_len: 5 > 0	-
#close	2025-03-08-02-06-45
